ROWID,Country,State lgd code,State,District lgd code,District,YearCode,Year,Reported land area ,Forest land area,Land area under non-agricultural uses,Barren and unculturable land area,Permanent pasture and other grazing land area,Land under miscellaneous Tree Crops and Groves not included in Net Area Sown,Culturable waste land area,Fallow lands other than current fallow lands,Current Fallow land area,Net sown land area,Cropped land area,Land area sown more than once
1014,India,8,Rajasthan,106,Jhunjhunu,2016,"Agriculture Year (Jul - Jun), 2016",591536,40045,22217,15709,39254,24,5917,36819,31069,400482,627519,227037
1015,India,8,Rajasthan,106,Jhunjhunu,2017,"Agriculture Year (Jul - Jun), 2017",591536,40045,22294,15707,39242,26,5907,41920,35531,390864,607547,216683
1016,India,8,Rajasthan,106,Jhunjhunu,2018,"Agriculture Year (Jul - Jun), 2018",591536,40045,22295,15711,39238,26,6735,43712,31742,392032,629188,237156
1017,India,8,Rajasthan,106,Jhunjhunu,2019,"Agriculture Year (Jul - Jun), 2019",591536,40045,22315,15709,39237,30,7199,44198,36636,386167,627943,241776
1018,India,8,Rajasthan,107,Jodhpur,2011,"Agriculture Year (Jul - Jun), 2011",2256405,7264,80570,145322,122215,125,16510,313326,229977,1341096,1516329,175233
1019,India,8,Rajasthan,107,Jodhpur,2012,"Agriculture Year (Jul - Jun), 2012",2256405,6996,80570,145322,122215,148,22596,345207,277853,1255498,1449043,193545
1020,India,8,Rajasthan,107,Jodhpur,2013,"Agriculture Year (Jul - Jun), 2013",2256405,8378,77749,143862,125453,148,17549,271462,234306,1377498,1648408,270910
1021,India,8,Rajasthan,107,Jodhpur,2014,"Agriculture Year (Jul - Jun), 2014",2256405,8378,78185,144178,124681,32,9136,293342,282470,1316003,1589684,273681
1022,India,8,Rajasthan,107,Jodhpur,2015,"Agriculture Year (Jul - Jun), 2015",2256405,8378,78785,143469,124688,32,11364,245085,257468,1387136,1716695,329559
2182,India,12,Arunachal Pradesh,241,Upper Subansiri,2017,"Agriculture Year (Jul - Jun), 2017",,,,,,,,,,,,
1023,India,8,Rajasthan,107,Jodhpur,2016,"Agriculture Year (Jul - Jun), 2016",2256405,8398,78785,143469,124668,15,8993,266147,229957,1395973,1787733,391760
1024,India,8,Rajasthan,107,Jodhpur,2017,"Agriculture Year (Jul - Jun), 2017",2256405,8398,79096,143469,124668,18,5078,234731,255721,1405226,1770718,365492
1025,India,8,Rajasthan,107,Jodhpur,2018,"Agriculture Year (Jul - Jun), 2018",2256405,10211,83333,141860,121639,18,6837,254654,288244,1349609,1712812,363203
1026,India,8,Rajasthan,107,Jodhpur,2019,"Agriculture Year (Jul - Jun), 2019",2256405,10312,83333,141759,121639,19,9610,270612,221965,1397156,1878479,481323
1027,India,8,Rajasthan,108,Karauli,2011,"Agriculture Year (Jul - Jun), 2011",504302,172533,23273,48467,30650,206,12104,8978,6335,201756,339665,137909
1028,India,8,Rajasthan,108,Karauli,2012,"Agriculture Year (Jul - Jun), 2012",504302,172540,23540,48752,30623,213,11733,8965,5702,202234,340039,137805
1029,India,8,Rajasthan,108,Karauli,2013,"Agriculture Year (Jul - Jun), 2013",504302,172646,24110,48867,30603,196,11776,8679,5383,202042,338799,136757
1030,India,8,Rajasthan,108,Karauli,2014,"Agriculture Year (Jul - Jun), 2014",504302,172732,23628,49003,30628,199,11700,8831,7157,200424,328743,128319
1031,India,8,Rajasthan,108,Karauli,2015,"Agriculture Year (Jul - Jun), 2015",504302,172700,23745,49066,30631,197,11685,9522,15350,191406,321379,129973
1032,India,8,Rajasthan,108,Karauli,2016,"Agriculture Year (Jul - Jun), 2016",504302,172706,24046,48785,30665,175,11192,9818,7447,199468,332222,132754
1033,India,8,Rajasthan,108,Karauli,2017,"Agriculture Year (Jul - Jun), 2017",504302,173594,23570,48049,30663,192,11397,10666,19530,186641,303686,117045
1034,India,8,Rajasthan,108,Karauli,2018,"Agriculture Year (Jul - Jun), 2018",504302,173405,23632,48327,30566,200,11309,11305,8525,197033,326879,129846
1035,India,8,Rajasthan,108,Karauli,2019,"Agriculture Year (Jul - Jun), 2019",504305,173490,23386,48334,30552,197,11252,11085,5913,200096,340453,140357
1036,India,8,Rajasthan,109,Kota,2011,"Agriculture Year (Jul - Jun), 2011",518345,126199,31492,30682,14029,392,23828,11707,8794,271222,461813,190591
1037,India,8,Rajasthan,109,Kota,2012,"Agriculture Year (Jul - Jun), 2012",518345,126199,31493,30428,13950,762,25222,10081,6726,273484,492093,218609
1038,India,8,Rajasthan,109,Kota,2013,"Agriculture Year (Jul - Jun), 2013",518345,126498,30193,31204,13985,532,24488,11046,5955,274444,511127,236683
1039,India,8,Rajasthan,109,Kota,2014,"Agriculture Year (Jul - Jun), 2014",518345,126225,31085,30880,13942,603,23257,12555,7747,272051,448459,176408
1040,India,8,Rajasthan,109,Kota,2015,"Agriculture Year (Jul - Jun), 2015",518345,126899,30966,30803,13830,836,22869,12212,5751,274179,514560,240381
1041,India,8,Rajasthan,109,Kota,2016,"Agriculture Year (Jul - Jun), 2016",518345,127204,33965,29110,13792,564,21540,13729,6340,272101,513676,241575
1042,India,8,Rajasthan,109,Kota,2017,"Agriculture Year (Jul - Jun), 2017",518345,127087,33022,29759,13697,595,22148,15261,8470,268306,507427,239121
1043,India,8,Rajasthan,109,Kota,2018,"Agriculture Year (Jul - Jun), 2018",518345,127087,33908,29453,13771,490,20778,13735,5742,273381,525377,251996
1044,India,8,Rajasthan,109,Kota,2019,"Agriculture Year (Jul - Jun), 2019",518381,127417,34132,30122,13718,570,20646,13807,6183,271786,528802,257016
1045,India,8,Rajasthan,110,Nagaur,2011,"Agriculture Year (Jul - Jun), 2011",1763821,18765,89269,55966,71296,127,14454,84317,153217,1276410,1468857,192447
1046,India,8,Rajasthan,110,Nagaur,2012,"Agriculture Year (Jul - Jun), 2012",1763821,18765,88729,55729,71973,82,14648,98955,212318,1202622,1452861,250239
1047,India,8,Rajasthan,110,Nagaur,2013,"Agriculture Year (Jul - Jun), 2013",1763821,18765,89957,55767,71350,78,12674,83686,138865,1292679,1757833,465154
1048,India,8,Rajasthan,110,Nagaur,2014,"Agriculture Year (Jul - Jun), 2014",1764029,18550,90578,55184,71464,75,11990,105632,181792,1228764,1479906,251142
1049,India,8,Rajasthan,110,Nagaur,2015,"Agriculture Year (Jul - Jun), 2015",1763925,18810,90481,55350,71544,83,11719,109465,165416,1241057,1472570,231513
1050,India,8,Rajasthan,110,Nagaur,2016,"Agriculture Year (Jul - Jun), 2016",1774938,18748,103723,55028,70870,154,10882,103751,154643,1257139,1650700,393561
1051,India,8,Rajasthan,110,Nagaur,2017,"Agriculture Year (Jul - Jun), 2017",1774938,18737,103987,55057,71094,109,10322,105440,155585,1254607,1512853,258246
1052,India,8,Rajasthan,110,Nagaur,2018,"Agriculture Year (Jul - Jun), 2018",1774938,18803,103544,55170,70791,597,9253,101771,156371,1258638,1515543,256905
1053,India,8,Rajasthan,110,Nagaur,2019,"Agriculture Year (Jul - Jun), 2019",1774964,18874,103477,55135,70971,533,11075,92888,125253,1296758,1869149,572391
1054,India,8,Rajasthan,111,Pali,2011,"Agriculture Year (Jul - Jun), 2011",1233079,86534,58719,139260,91144,142,47743,107094,88378,614065,701804,87739
1055,India,8,Rajasthan,111,Pali,2012,"Agriculture Year (Jul - Jun), 2012",1233076,86534,58719,139260,91144,406,47801,115364,88212,605636,721171,115535
1056,India,8,Rajasthan,111,Pali,2013,"Agriculture Year (Jul - Jun), 2013",1233079,86534,59470,139191,91156,415,47753,104897,77397,626266,819146,192880
1057,India,8,Rajasthan,111,Pali,2014,"Agriculture Year (Jul - Jun), 2014",1233079,86534,59467,139101,91249,354,49245,122216,91564,593349,694046,100697
1058,India,8,Rajasthan,111,Pali,2015,"Agriculture Year (Jul - Jun), 2015",1233079,86809,59467,138832,91249,360,49544,118146,83978,604694,726045,121351
1059,India,8,Rajasthan,111,Pali,2016,"Agriculture Year (Jul - Jun), 2016",1233079,86811,59403,138772,91311,371,43246,105651,64000,643514,894417,250903
1060,India,8,Rajasthan,111,Pali,2017,"Agriculture Year (Jul - Jun), 2017",1233079,86797,59426,138772,91312,360,41391,101506,59830,653685,839773,186088
1061,India,8,Rajasthan,111,Pali,2018,"Agriculture Year (Jul - Jun), 2018",1233079,86797,59419,138772,91314,520,43578,116354,91113,605212,685095,79883
1062,India,8,Rajasthan,111,Pali,2019,"Agriculture Year (Jul - Jun), 2019",1233079,86797,59419,138772,91314,510,41131,112671,70825,631640,878201,246561
1063,India,8,Rajasthan,112,Rajsamand,2011,"Agriculture Year (Jul - Jun), 2011",452726,26233,23930,102839,56219,0,119726,26168,3878,93733,139359,45626
1064,India,8,Rajasthan,112,Rajsamand,2012,"Agriculture Year (Jul - Jun), 2012",452726,26239,23951,102830,56201,0,120309,27462,3791,91943,139920,47977
1065,India,8,Rajasthan,112,Rajsamand,2013,"Agriculture Year (Jul - Jun), 2013",452726,26239,23951,102830,56201,0,120340,27553,3698,91914,135837,43923
1066,India,8,Rajasthan,112,Rajsamand,2014,"Agriculture Year (Jul - Jun), 2014",452726,26239,24117,102657,56235,0,118333,29611,4976,90558,131941,41383
1067,India,8,Rajasthan,112,Rajsamand,2015,"Agriculture Year (Jul - Jun), 2015",452726,26254,24256,103478,55229,0,116039,29268,4935,93267,132026,38759
1068,India,8,Rajasthan,112,Rajsamand,2016,"Agriculture Year (Jul - Jun), 2016",452726,26254,24264,103478,55229,38,116632,27451,3251,96129,141930,45801
1069,India,8,Rajasthan,112,Rajsamand,2017,"Agriculture Year (Jul - Jun), 2017",452726,26254,24265,103478,55229,0,116606,28185,2546,96163,141621,45458
1070,India,8,Rajasthan,112,Rajsamand,2018,"Agriculture Year (Jul - Jun), 2018",452726,25759,24257,103524,55686,43,115862,29322,3989,94284,126255,31971
1071,India,8,Rajasthan,112,Rajsamand,2019,"Agriculture Year (Jul - Jun), 2019",452901,26340,24277,103247,55413,0,115923,28541,4434,94726,138896,44170
1072,India,8,Rajasthan,113,Sawai Madhopur,2011,"Agriculture Year (Jul - Jun), 2011",497145,80947,28794,36914,24762,916,10842,13463,11831,288676,397832,109156
1073,India,8,Rajasthan,113,Sawai Madhopur,2012,"Agriculture Year (Jul - Jun), 2012",497145,81605,28995,35707,25924,997,10177,12126,9612,292002,400428,108426
1074,India,8,Rajasthan,113,Sawai Madhopur,2013,"Agriculture Year (Jul - Jun), 2013",497145,82495,30257,33675,25996,1212,10648,11769,9002,292091,401069,108978
1075,India,8,Rajasthan,113,Sawai Madhopur,2014,"Agriculture Year (Jul - Jun), 2014",497145,82496,30173,33732,26091,1407,10705,11764,8769,292008,381272,89264
1076,India,8,Rajasthan,113,Sawai Madhopur,2015,"Agriculture Year (Jul - Jun), 2015",497145,82799,31040,32199,26119,1800,10449,12376,22314,278049,398339,120290
1077,India,8,Rajasthan,113,Sawai Madhopur,2016,"Agriculture Year (Jul - Jun), 2016",497145,82799,31125,32067,26271,2284,10288,12260,10621,289430,426331,136901
1078,India,8,Rajasthan,113,Sawai Madhopur,2017,"Agriculture Year (Jul - Jun), 2017",497145,82887,31209,32065,26453,2440,10582,16095,46378,249036,381623,132587
1079,India,8,Rajasthan,113,Sawai Madhopur,2018,"Agriculture Year (Jul - Jun), 2018",497148,82887,31418,31944,26272,2728,10402,15192,10202,286103,445571,159468
1080,India,8,Rajasthan,113,Sawai Madhopur,2019,"Agriculture Year (Jul - Jun), 2019",497148,82887,31640,30765,25869,3255,9917,13501,11196,288118,453860,165742
1081,India,8,Rajasthan,114,Sikar,2011,"Agriculture Year (Jul - Jun), 2011",774243,61113,35845,18181,40285,66,8818,42889,40938,526108,776741,250633
1082,India,8,Rajasthan,114,Sikar,2012,"Agriculture Year (Jul - Jun), 2012",774244,61113,36343,18200,40216,57,8705,42961,45918,520731,748496,227765
1083,India,8,Rajasthan,114,Sikar,2013,"Agriculture Year (Jul - Jun), 2013",774244,61113,36569,18350,40160,105,8747,42437,42681,524082,787105,263023
1084,India,8,Rajasthan,114,Sikar,2014,"Agriculture Year (Jul - Jun), 2014",774244,61114,36599,18472,40014,82,8770,45271,48510,515412,746858,231446
1085,India,8,Rajasthan,114,Sikar,2015,"Agriculture Year (Jul - Jun), 2015",774244,61114,36752,18471,39980,71,10453,48772,48978,509653,722330,212677
1086,India,8,Rajasthan,114,Sikar,2016,"Agriculture Year (Jul - Jun), 2016",774244,61114,36897,18483,39941,75,10758,49249,49545,508182,716360,208178
1087,India,8,Rajasthan,114,Sikar,2017,"Agriculture Year (Jul - Jun), 2017",774244,61094,37170,18481,39894,29,12921,52232,48076,504347,686218,181871
1088,India,8,Rajasthan,114,Sikar,2018,"Agriculture Year (Jul - Jun), 2018",774244,61101,37002,19242,39299,57,13544,53935,48762,501302,702300,200998
1089,India,8,Rajasthan,114,Sikar,2019,"Agriculture Year (Jul - Jun), 2019",774512,61190,37450,19160,39237,46,11967,56640,47689,501133,728902,227769
1090,India,8,Rajasthan,115,Sirohi,2011,"Agriculture Year (Jul - Jun), 2011",517947,155470,25586,74545,33219,7,9949,31831,23972,163368,232711,69343
1091,India,8,Rajasthan,115,Sirohi,2012,"Agriculture Year (Jul - Jun), 2012",517947,155475,25637,74518,33212,7,10592,30018,25175,163313,229834,66521
1092,India,8,Rajasthan,115,Sirohi,2013,"Agriculture Year (Jul - Jun), 2013",517947,155488,25647,74489,33208,7,9137,28508,25753,165710,239341,73631
1093,India,8,Rajasthan,115,Sirohi,2014,"Agriculture Year (Jul - Jun), 2014",517947,155488,25654,74485,33218,7,9025,32615,29566,157889,210928,53039
1094,India,8,Rajasthan,115,Sirohi,2015,"Agriculture Year (Jul - Jun), 2015",517947,155488,25657,74485,33218,7,9028,32435,25369,162260,226988,64728
1095,India,8,Rajasthan,115,Sirohi,2016,"Agriculture Year (Jul - Jun), 2016",517947,155488,25715,74474,33259,11,9257,30882,24946,163915,226556,62641
1096,India,8,Rajasthan,115,Sirohi,2017,"Agriculture Year (Jul - Jun), 2017",517947,155726,25856,74104,33259,23,8612,27552,22976,169839,226975,57136
1097,India,8,Rajasthan,115,Sirohi,2018,"Agriculture Year (Jul - Jun), 2018",517947,155726,25845,74117,33259,13,8735,29248,28555,162449,214742,52293
1098,India,8,Rajasthan,115,Sirohi,2019,"Agriculture Year (Jul - Jun), 2019",517947,155726,25852,74109,33256,2,8876,31790,23360,164976,224845,59869
1099,India,8,Rajasthan,116,Tonk,2011,"Agriculture Year (Jul - Jun), 2011",717958,27117,49514,27144,41295,216,43431,24836,24718,479687,691367,211680
1100,India,8,Rajasthan,116,Tonk,2012,"Agriculture Year (Jul - Jun), 2012",717958,27063,49976,27227,41345,228,44130,26749,28936,472304,637436,165132
1101,India,8,Rajasthan,116,Tonk,2013,"Agriculture Year (Jul - Jun), 2013",717958,27189,49378,26965,40809,209,43732,25276,25438,478962,662004,183042
1102,India,8,Rajasthan,116,Tonk,2014,"Agriculture Year (Jul - Jun), 2014",717958,27464,51926,27257,40763,220,42416,25987,25445,476480,624154,147674
1103,India,8,Rajasthan,116,Tonk,2015,"Agriculture Year (Jul - Jun), 2015",717958,27056,50622,27596,40941,236,43874,29689,45818,452126,576923,124797
1104,India,8,Rajasthan,116,Tonk,2016,"Agriculture Year (Jul - Jun), 2016",717958,27752,50479,26954,40731,226,39170,25242,23408,483996,703193,219197
1105,India,8,Rajasthan,116,Tonk,2017,"Agriculture Year (Jul - Jun), 2017",717958,27754,49939,27385,40518,244,40490,27277,40499,463852,671493,207641
1106,India,8,Rajasthan,116,Tonk,2018,"Agriculture Year (Jul - Jun), 2018",717958,28358,49592,26771,40560,321,40138,28670,29217,474331,744221,269890
1107,India,8,Rajasthan,116,Tonk,2019,"Agriculture Year (Jul - Jun), 2019",717958,28330,50153,26536,40676,364,37621,25937,23727,484614,788158,303544
1108,India,8,Rajasthan,117,Udaipur,2011,"Agriculture Year (Jul - Jun), 2011",1388255,397137,155806,315394,83186,155,122021,54800,16965,242791,348156,105365
1109,India,8,Rajasthan,117,Udaipur,2012,"Agriculture Year (Jul - Jun), 2012",1388255,397007,155876,315429,83256,606,119968,57392,19594,239127,342191,103064
1110,India,8,Rajasthan,117,Udaipur,2013,"Agriculture Year (Jul - Jun), 2013",1388255,397620,154745,316752,82717,572,119241,63636,17699,235273,342229,106956
1111,India,8,Rajasthan,117,Udaipur,2014,"Agriculture Year (Jul - Jun), 2014",1388255,397334,155381,316752,82515,507,120705,68644,14227,232190,342033,109843
2183,India,12,Arunachal Pradesh,241,Upper Subansiri,2018,"Agriculture Year (Jul - Jun), 2018",,,,,,,,,,,,
1112,India,8,Rajasthan,117,Udaipur,2015,"Agriculture Year (Jul - Jun), 2015",1388255,397334,155535,316804,82311,507,121436,61365,10100,242863,350640,107777
1113,India,8,Rajasthan,117,Udaipur,2016,"Agriculture Year (Jul - Jun), 2016",1388255,397695,155535,316443,82311,507,121529,58692,10397,245146,354535,109389
1114,India,8,Rajasthan,117,Udaipur,2017,"Agriculture Year (Jul - Jun), 2017",1388255,397695,155535,316443,82311,507,121065,64455,14500,235744,347031,111287
1115,India,8,Rajasthan,117,Udaipur,2018,"Agriculture Year (Jul - Jun), 2018",1388249,397846,156177,316286,81669,659,120536,68978,13296,232802,333292,100490
1116,India,8,Rajasthan,117,Udaipur,2019,"Agriculture Year (Jul - Jun), 2019",1388074,397846,156161,316285,81635,628,120719,62918,11340,240542,352369,111827
1117,India,8,Rajasthan,629,Pratapgarh,2011,"Agriculture Year (Jul - Jun), 2011",411736,121003,10995,27665,22705,231,37231,11343,3377,177186,283261,106075
1118,India,8,Rajasthan,629,Pratapgarh,2012,"Agriculture Year (Jul - Jun), 2012",411736,121003,10916,27587,22735,194,38649,9147,3277,178228,290681,112453
1119,India,8,Rajasthan,629,Pratapgarh,2013,"Agriculture Year (Jul - Jun), 2013",411736,121132,10916,27368,22664,255,35991,7950,2462,182998,305372,122374
1120,India,8,Rajasthan,629,Pratapgarh,2014,"Agriculture Year (Jul - Jun), 2014",411736,120931,10799,27960,22446,241,35247,8637,3443,182032,299170,117138
1121,India,8,Rajasthan,629,Pratapgarh,2015,"Agriculture Year (Jul - Jun), 2015",411736,120929,10595,28108,22469,236,34820,9186,3611,181782,295823,114041
1122,India,8,Rajasthan,629,Pratapgarh,2016,"Agriculture Year (Jul - Jun), 2016",411736,120939,10646,27998,22539,98,34106,8181,3163,184066,305396,121330
1123,India,8,Rajasthan,629,Pratapgarh,2017,"Agriculture Year (Jul - Jun), 2017",411736,120911,10678,27974,22527,94,35198,8038,2786,183530,306625,123095
1124,India,8,Rajasthan,629,Pratapgarh,2018,"Agriculture Year (Jul - Jun), 2018",411736,120883,10922,27829,22577,125,34226,7629,2363,185182,322037,136855
1125,India,8,Rajasthan,629,Pratapgarh,2019,"Agriculture Year (Jul - Jun), 2019",411736,120939,10718,27888,22559,114,31742,6927,2414,188435,336490,148055
1126,India,9,Uttar Pradesh,118,Agra,2011,"Agriculture Year (Jul - Jun), 2011",398970,36691,43464,3939,896,6911,2407,4878,15530,284254,423752,139498
1127,India,9,Uttar Pradesh,118,Agra,2012,"Agriculture Year (Jul - Jun), 2012",398970,35691,40644,3908,896,8371,2362,5084,18089,283925,420260,136335
1128,India,9,Uttar Pradesh,118,Agra,2013,"Agriculture Year (Jul - Jun), 2013",398970,35696,43520,3951,897,9477,2866,5584,17825,279154,411682,132528
1129,India,9,Uttar Pradesh,118,Agra,2014,"Agriculture Year (Jul - Jun), 2014",398970,35696,45700,3967,897,9875,2983,10879,30046,258927,425564,166637
1130,India,9,Uttar Pradesh,118,Agra,2015,"Agriculture Year (Jul - Jun), 2015",398970,35696,46700,3902,889,9816,2974,10737,29581,258675,434860,176185
1131,India,9,Uttar Pradesh,118,Agra,2016,"Agriculture Year (Jul - Jun), 2016",398970,35733,46980,3754,897,9780,2950,10985,28571,259320,434635,175315
1132,India,9,Uttar Pradesh,118,Agra,2017,"Agriculture Year (Jul - Jun), 2017",398970,35733,47189,3750,1042,9750,2950,4671,34590,259295,427494,168199
1133,India,9,Uttar Pradesh,118,Agra,2018,"Agriculture Year (Jul - Jun), 2018",398970,35733,47299,3745,1052,636,2910,24316,24711,258568,426118,167550
1134,India,9,Uttar Pradesh,119,Aligarh,2011,"Agriculture Year (Jul - Jun), 2011",371261,2577,40639,5027,1731,327,6457,5042,5417,304044,545094,241050
1135,India,9,Uttar Pradesh,119,Aligarh,2012,"Agriculture Year (Jul - Jun), 2012",371261,2577,40274,5988,1731,324,5287,5272,5897,303911,546436,242525
1136,India,9,Uttar Pradesh,119,Aligarh,2013,"Agriculture Year (Jul - Jun), 2013",371261,2577,41011,5905,1731,327,7013,5317,3367,304013,546346,242333
1137,India,9,Uttar Pradesh,119,Aligarh,2014,"Agriculture Year (Jul - Jun), 2014",371261,2577,41141,5863,1730,317,6823,4739,2819,305252,541907,236655
1138,India,9,Uttar Pradesh,119,Aligarh,2015,"Agriculture Year (Jul - Jun), 2015",371261,2577,41241,5747,1727,215,6714,4612,2802,305626,565553,259927
1139,India,9,Uttar Pradesh,119,Aligarh,2016,"Agriculture Year (Jul - Jun), 2016",371261,2577,41355,5714,1730,200,6600,4517,2942,305626,565681,260055
1140,India,9,Uttar Pradesh,119,Aligarh,2017,"Agriculture Year (Jul - Jun), 2017",371261,2577,41530,5710,1871,290,5284,4453,4362,305184,566424,261240
